Disease_cn,Level2_dep,Descript,Disease_ab,Alias,Treatment,Head_dep,Id,Symptom
遗传性高尿酸血症,风湿科,　　遗传性高尿酸血症(hereditary hyperuricemia)是X染色体隐性遗传病，由Lesch与Nyban(1964)首先报道，出现舞蹈样不自主运动，尿酸明显增加。　　尿酸为嘌呤(purine)代谢的最终产物。嘌呤和嘧啶(pyrimidine)是合成生命遗传物质DNA(去氧核糖核酸)和RNA(核糖核酸)的重要原料。嘌呤经过氧化代谢产生的尿酸主要是由肾脏和肠道排出，每天的尿酸生产量和排泄量在体内维持一定的平衡，如果生产过剩或排泄不良，就会使尿酸堆积在体内，造成血中尿酸过高(即高尿酸血症)。　　遗传性高尿酸血症是由于基因突变，导致患儿体内嘌呤代谢的酶，即次黄嘌呤-鸟嘌呤磷酸核糖转移酶活力部分或完全缺乏，继而导致嘌呤更新代谢加速，出现高尿酸血症。,ycxgnsxz, 遗传性血尿酸过多,http://jbk.39.net/ycxgnsxz/yyzl,内科,http://jbk.39.net/ycxgnsxz/jbzs,"轻度精神发育迟滞,不自主运动,中指指甲凹陷,尿路结石"
二水焦磷酸钙结晶沉积症,风湿科,　　二水焦磷酸钙结晶沉积症(calcium pyrophosphate dihydrate deposition diseaes，CPPD)发现已有30多年历史，在CPPD结晶被确证之前，常混称“痛风”;之后，又称“假性痛风”(pseudogout)，又因其X线上呈现关节软骨钙化，所以又称“软骨钙化症”(chondrocalcinosi)。但此病可无软骨钙化表现，所以目前一般称之为“焦磷酸性关节病”(pyrophosphate arthropathy)。,esjlsgjjcjz, 焦磷酸性关节病,http://jbk.39.net/esjlsgjjcjz/yyzl,内科,http://jbk.39.net/esjlsgjjcjz/jbzs,"钙化,利尿,热痛,滑膜增厚,关节肿胀"
小儿紫斑湿疹综合征,风湿科,　　紫斑湿疹综合征(Aldrich syndrome)又名湿疹-血小板减少-反复感染综合征、Wiskett-Aldrich综合征、Wiskett综合征、Aldrich综合征、Aldrich-Dees综合征、湿疹-血小板减少性免疫缺陷病(immunodeficiency with eczema-thrombocytopenia)、遗传性湿疹血小板减少免疫缺陷病等。　　本综合征以反复感染、血小板减少引起的出血症状和湿疹样皮损为特点。于婴幼儿期起病，仅见于男孩。,xezbszzhz," 小儿湿疹-血小板减少-反复感染综合征,小儿湿疹-血小板减少性免疫缺陷病,小儿遗传性湿疹血小板减",http://jbk.39.net/xezbszzhz/yyzl,内科,http://jbk.39.net/xezbszzhz/jbzs,"皮肤黏膜紫斑,瘀斑,反复感染,出血倾向,胃肠道出血,嗜酸性粒细胞增多,血小板减少"
先天性胸腺发育不全,风湿科,　　先天性胸腺发育不全又称DiGeorge综合征或第3、4对咽囊综合征。是因胚胎早期第1至第6对咽囊发育异常引起的先天性免疫缺陷。在胚胎第6～10周，胸腺、甲状旁腺和部分颜面、主动脉弓及心脏结核由第1至第6对咽囊的细胞成分发育形成。至妊娠第12周，胸腺移行至胸部，此前如这些胚胎组织发育异常便引起本征。此病均为散发，故推测不是遗传缺陷所致，可能是胚胎环境异常造成，如母亲酗酒可能就是致病因素之一。病理检查可见胸腺和甲状腺缺如或发育不全。患者无性别差异。,xtxxxfybq," DiGeorge综合征,第3、4对咽囊综合征,Nezelof综合征",http://jbk.39.net/xtxxxfybq/yyzl,内科,http://jbk.39.net/xtxxxfybq/jbzs,"眼距宽阔,心脏畸形,抽搐"
妊娠合并类风湿关节炎,风湿科,　　类风湿关节炎(Rheumatoid arthritis，RA)，简称类风关，是一种慢性的进行性关节病变为主的自身免疫病，病因不明，但一般认为是感染引起的自身免疫反应。其特征是对称性多关节炎，以双手、腕、肘、膝、踝和足关节受累最为常见，但全身其他关节亦可受累。除关节外，类风湿皮下结节、动脉炎、神经系统病变、角膜炎、心包炎、淋巴结肿大和脾大等关节外系统表现也很常见。,rshblfsgjy, 妊娠合并类风湿,http://jbk.39.net/rshblfsgjy/yyzl,内科,http://jbk.39.net/rshblfsgjy/jbzs,"关节肿胀,关节强直,皮下结节,肾损害,疲劳"
结节性多动脉炎伴发的葡萄膜炎,风湿科,　　结节性多动脉炎(polyarteritis nodosa)是一种以坏死性血管炎为特征的累及多系统、多器官的少见的疾病。主要累及小动脉和中等大小动脉，也可累及毛细血管和静脉。此病在文献中也被称为动脉周围炎(periarteritis)或多血管炎(polyangiitis)。结节性多动脉炎过去是全身性血管炎的总称，随着人们认识的加深，目前已将其视为一种独特的临床类型，而以往伴发类风湿性关节炎的结节性动脉炎，现在被称为类风湿性血管炎(rheumatoid vasculitis)，伴有肺部受累的结节性多动脉炎被叫作Churg-Strauss综合征。,jjxddmybfdptmy," 结节性多动脉炎伴发的色素膜炎,结节性多发动脉炎伴发的葡萄膜炎,结节性多发动脉炎伴发的色素膜炎",http://jbk.39.net/jjxddmybfdptmy/yyzl,内科,http://jbk.39.net/jjxddmybfdptmy/jbzs,"热结节,老年人非病变性眼前飞蚊,眼前冒火花或眼前闪光,黄色结节,足和足趾不能背屈,视力障碍,紫癜,泪溢,足背动脉搏动消失,血压高,肚子疼,尿蛋白"
血管炎前期综合征,风湿科,　　血管炎前期综合征是一种与Still病相似的自身免疫性系统性血管病，其临床表现酷似Still病，但两者的实验室检查有所区别。,xgyqqzhz, 血管炎前期综合症,http://jbk.39.net/xgyqqzhz/yyzl,内科,http://jbk.39.net/xgyqqzhz/jbzs,
银屑病关节炎性巩膜炎,风湿科,　　银屑病性关节炎(PA)是以银屑病[皮肤和(或)指甲]、特发性关节炎[周围关节和(或)脊柱]和类风湿因子(RF)阴性三联征为特征的疾病。,yxbgjyxgmy, 牛皮癣性关节炎性巩膜炎,http://jbk.39.net/yxbgjyxgmy/yyzl,内科,http://jbk.39.net/yxbgjyxgmy/jbzs,"巩膜水肿,巩膜充血,视力障碍"
风湿性边缘性红斑,风湿科,　　风湿性边缘性红斑(erythema marginatum rheuma tieum)为风湿热的主要症状。皮损有两种形态：一种为扁平型，即环形风湿性红斑;另一型为隆起型，即边缘性红斑。皮损呈环形、弧形。可扩大呈多环形或网状，损害扩展迅速，于数小时或数天内可消失，但在别处可成批反复发生。治疗可用非甾体类抗炎药及水杨酸盐制剂行抗风湿治疗，并同时应用青霉素等抗生素。,fsxbyxhb,"
                        ",http://jbk.39.net/fsxbyxhb/yyzl,内科,http://jbk.39.net/fsxbyxhb/jbzs,"发烧,关节痛,食欲减退"
急性风湿热肾损害,风湿科,　　急性风湿热肾损害是由风湿热引起的双肾短期、非进展性、病理改变较轻的一种免疫性损害。,jxfsrssh,"
                        ",http://jbk.39.net/jxfsrssh/yyzl,内科,http://jbk.39.net/jxfsrssh/jbzs,"肾损害,蛋白尿"
色素性紫癜性苔藓样皮病,风湿科,"　　色素性紫癜性苔藓样皮炎(pigmented purpuric lichenoid dermatitis)又称顾-勃综合征(Gougerot-Blum
syndrome)。与中医的“血疳”相似，如《医宗金鉴·外科心法》记载：“本症由于风热邪气闭塞腠理，血燥多热所致，形如紫疥，痛痒时作，抓痕累累，皮肤出血”。",ssxzdxtxypb," 伴苔藓样损害的瘙痒性血管硬化性紫癜,色素性紫癜性苔藓样皮肤病",http://jbk.39.net/ssxzdxtxypb/yyzl,内科,http://jbk.39.net/ssxzdxtxypb/jbzs,"丘疹,瘙痒,鳞屑"
热性嗜中性白细胞皮肤病,风湿科,　　热性嗜中性白细胞皮肤病即斯维特(Sweet)综合征，又名急性发热性嗜中性白细胞增多性皮肤病或隆起性红斑，为少见风湿病，主要见于女性。其特征为：①皮肤突然出现疼痛性红斑结节或斑块，主要分布于手臂、面部和颈部。②在组织学上，真皮显示有特征性成熟的中性粒细胞浸润。③常有发热、全身消耗和周围血象中性粒细胞增多。④皮损通常在接受糖皮质激素治疗后消失，不留任何痕迹，但常反复发作。,rxszxbxbpfb," 急性发热性嗜中性白细胞增多性皮肤病,急性发热性中性白细胞性皮肤病,隆起性红斑,斯威特氏综合征",http://jbk.39.net/rxszxbxbpfb/yyzl,内科,http://jbk.39.net/rxszxbxbpfb/jbzs,"发烧,咽痛,关节痛,皮疹"
过敏性肉芽肿性血管炎相关巩膜炎,风湿科,　　过敏性肉芽肿性血管炎(AGA)又称Churg-Strauss综合征，是一种类似于结节性多动脉炎(PAN)的血管性疾病，可影响身体的任何器官，但与典型的PAN相比有如下特点：①90%以上的患者皆侵及肺血管；②血管炎累及到中小动静脉；③血管内及血管外肉芽肿形成；④嗜酸性粒细胞组织浸润；⑤并发哮喘及周围血嗜酸粒细胞增多；⑥本病与乙型肝炎无关。,gmxryzxxgyxggmy, 变应性肉芽肿性血管炎相关巩膜炎,http://jbk.39.net/gmxryzxxgyxggmy/yyzl,内科,http://jbk.39.net/gmxryzxxgyxggmy/jbzs,"紫癜,皮下结节,溃疡"
嗜酸性粒细胞增多-肌痛综合征,风湿科,　　硬皮病样疾病(scleroderma-like disorders)包括嗜酸性筋膜炎和嗜酸性粒细胞增多-肌痛综合征(eosinophilia-myalgia syndrome，EMS)，病人表现为硬皮病样皮肤改变，同时伴有肌痛和嗜酸性粒细胞增多。致病因子被怀疑为L-色氨酸。经治疗可缓解，除少数嗜酸性粒细胞增多-肌痛综合征病人可遗有周围神经病变外，一般预后较好。,ssxlxbzdjtzhz," 嗜酸细胞增多性肌痛综合征,嗜酸性粒细胞增多-肌痛综合症",http://jbk.39.net/ssxlxbzdjtzhz/yyzl,内科,http://jbk.39.net/ssxlxbzdjtzhz/jbzs,
药物性狼疮,风湿科,　　药物性狼疮是指服用某种药物后所致的狼疮样疾病。发病机制尚不明确，有研究表明，T细胞研究显示T细胞DNA甲基化在调节基因表达和细胞分化中起关键作用。临床上以侵犯皮肤、肌肉、骨骼系统、胸腹、心包、肾脏为主。大量心包积液可造成心包填塞。,ywxlc,"
                                        ",http://jbk.39.net/ywxlc/yyzl,内科,http://jbk.39.net/ywxlc/jbzs,
复发性多软骨炎性,风湿科,　　复发性多软骨炎是一少见的累及全身多系统的疾病，具有反复发作和缓解的进展性炎性破坏性病变，累及软骨和其他全身结缔组织包括耳、鼻、眼、关节呼吸道和心血管系统等。1923年Jaksch-Wartenhorst：首次描述本病的临床表现，并命名为多发性软骨病(polychondropathia)，1960年Pearson分析了12例患者，命名为复发性多软骨炎。其病因和发病机制目前仍不清，但越来越多的证据表明本病有自身免疫的机制参与。,ffxdrgyx, 复发性多发软骨炎,http://jbk.39.net/ffxdrgyx/yyzl,内科,http://jbk.39.net/ffxdrgyx/jbzs,"巩膜外层炎,角膜混浊,视力障碍,耳痛,泪溢,骨脆,周期性发作的巩膜充血,尿蛋白,巩膜水肿"
重叠综合征,风湿科,　　重叠综合征(Overlap syndrome)指的是患有两种或两种以上结缔组织病间病情的重叠，亦称为重叠结缔组织病。这种重叠可同时发生，好病人在同一时间符合两种或两种以上结缔组织病的诊断;亦可在不同时期先后发生另一种结缔组织病;或先有某一种结缔组织病，以后移行转变为另一种CTD。这种转变可呈连续性或间隔一定时间后进行。OS通常发生于6个弥漫性CTD，即SLE、RA、DM/PM、PSS、结节性多动脉炎(PN)及风湿热(RF)的重叠，亦可由6个CTD与近缘病如白塞病、干燥综合征、脂膜炎相重叠，此外尚可与其他自身免疫病如慢性甲状胆状腺炎、自身免疫性溶血性贫血等重叠。,zdzhz," 重叠胶原病,重叠结缔组织病",http://jbk.39.net/zdzhz/yyzl,内科,http://jbk.39.net/zdzhz/jbzs,"无力,关节畸形,皮下结节,皮肤硬化"
系统性红斑狼疮伴发的葡萄膜炎,风湿科,　　系统性红斑狼疮(systemic lupus erythematosus)是一种自身免疫性结缔组织病，主要由免疫复合物所介导，典型地表现为多种自身抗体产生和多系统、多器官受累。眼部表现有眼睑皮炎、Sjouml;gren综合征、角膜炎、巩膜炎、前葡萄膜炎、视网膜血管病变等。,xtxhblcbfdptmy, 系统性红斑狼疮伴发的色素膜炎,http://jbk.39.net/xtxhblcbfdptmy/yyzl,内科,http://jbk.39.net/xtxhblcbfdptmy/jbzs,"肝肿大,发烧,脾肿大,水肿,溃疡,视力障碍,关节疼痛"
幼年型类风湿病,风湿科,　　幼年型类风湿病(juvenile rheumatoid arthritis，JRA)是小儿时期一种常见的结缔组织病，以慢性关节炎为其主要特点，并伴有全身多系统的受累，包括关节、皮、肌、肝、脾、淋巴结。年龄较小的患儿往往先有持续性不规则发热，其全身症状较关节症状更为显著。年长儿或成年患者较多限于关节症状。　　本病临床表现差异较大，可分为不同类型，因此有多种命名。如Still病(1897)，幼年类风湿病反复高热型(Wissler Fanconi综合征)，幼年慢性关节炎(juvenile chronic arthritis，JCA)，幼年类风湿病(juvenile rheumatoid disease)及幼年型关节炎(juvenile arthritis，JA)等。,ynxlfsb, 幼年型类风湿关节炎,http://jbk.39.net/ynxlfsb/yyzl,内科,http://jbk.39.net/ynxlfsb/jbzs,"肌肉萎缩,关节僵直,弛张热,斑丘疹"
肝炎病毒相关风湿病,风湿科,　　肝炎病毒相关风湿病是指由肝炎病毒引起的慢性活动性肝炎，也称慢性进行性肝炎。它是一种由免疫机制引起的、以肝脏损害为主的全身炎症性疾病。其特征为：①具有肝病的典型组织学改变;②除肝脏病变外，尚有多系统损害特征;③具有多种免疫学异常。在目前已知的甲、乙、丙、丁、戊、庚六型肝炎病毒感染中，前五型均可伴有慢性肝外组织器官损害，但以乙型(HBV)最为突出，丙型(HCV)、丁型(HDV)、甲型(HAV)及戊型(HEV)依次次之。庚型肝炎病毒目前我国尚未分离成功，也无病例报道。Saint等(1953)首次发现一种预后不良的进行性炎症性疾病，以传染性肝炎为早期表现，并将其命名为慢性活动性肝炎。Joske(1955)强调病毒性肝炎进行发展与狼疮细胞现象有关，从而提出应以狼疮样肝炎命名这种慢性进行性肝病，但目前已完全肯定此种肝病与系统性红斑狼疮肝病截然不同。Saint等(1953)首次发现一种预后不良的进行性炎症性疾病，以传染性肝炎为早期表现，并将其命名为慢性活动性肝炎。Joske(1955)强调病毒性肝炎进行发展与狼疮细胞现象有关，从而提出应以狼疮样肝炎命名这种慢性进行性肝病，但目前已完全肯定此种肝病与系统性红斑狼疮肝病截然不同。,gybdxgfsb,"
                                        ",http://jbk.39.net/gybdxgfsb/yyzl,内科,http://jbk.39.net/gybdxgfsb/jbzs,"食欲减退,体重减轻,低烧,腹胀,关节痛"
系统性红斑狼疮性巩膜炎,风湿科,　　系统性红斑狼疮性巩膜炎（SLE）是一种病因不明累及多系统脏器，并具有以抗细胞抗体、细胞浆及细胞膜抗原抗体产生为特征的自身免疫性疾病。系统性红斑狼疮以青年女性多见，男女之比至少为1∶7～1∶9，发病年龄大多为15～45岁，但亦见于儿童及老人。美国黑种人SLE发病率约是白种人的3倍，一般人群SLE发病率15.5/10万～50/10万人口。中国患病率高于西方中国，约为70/10万人口，且在美国、新加坡等地华裔人群中患病率亦高，这可能与遗传因素有关。中国不同地区、不同民族患病率亦有所不同。系统性红斑狼疮性巩膜炎流行病学资料不详。,xtxhblcxgmy, 全身性红斑狼疮性巩膜炎,http://jbk.39.net/xtxhblcxgmy/yyzl,内科,http://jbk.39.net/xtxhblcxgmy/jbzs,"尿蛋白,视网膜出血,恶心与呕吐,多形红斑样皮疹,巩膜外层炎,急性肾衰竭"
多发性肌炎-皮肌炎,风湿科,　　多发性肌炎-皮肌炎(polymyositis-dermatomyositis，PM-DM)是一组亚急性或慢性起病的获得性炎症性肌病，其主要病理特征是肌纤维坏死、再生及肌间质内炎性细胞浸润。PM-DM的病因未明，到目前为止仍属排除性诊断，凡是找不到明确感染因子(如病毒、细菌、寄生虫等)的炎症性肌病均属此病范畴，故又称为特发性炎症性肌病(idiopathic inflammatory myopathy)。由于本组疾病对皮质类固醇激素治疗反应良好，推测其发病机制可能与自身免疫异常有关。　　多发性肌炎(polymyositis，PM)的主要临床表现是以肢体近端、颈部和咽部肌群无力伴疼痛为主的弥漫性炎性肌病。若合并典型皮疹者，则称之为皮肌炎(dermatomyositis，DM)。约1/3病人可合并其他结缔组织疾病，1/10病人与肿瘤伴发。多发性肌炎-皮肌炎肾损害见于少数患者。,dfxjypjy," 多发性肌炎/皮肌炎,多发性肌炎和皮肌炎,特发性炎症性肌病,多肌炎-皮肌炎",http://jbk.39.net/dfxjypjy/yyzl,内科,http://jbk.39.net/dfxjypjy/jbzs,
小儿系统性红斑狼疮,风湿科,　　系统性红斑狼疮 (systemic lupus erythematosus，简称SLE)是一种累及多系统的慢性自身免疫性结缔组织病，临床表现多种多样，儿童 SLE在很多方面与成人 SLE相似，如临床表现、免疫学等，但亦有许多独特的方面。其临床表现十分复杂，临床除发热，皮疹等共同表现外，因受累脏器不同而表现不同，常常先后或同时累及泌尿、神经、心血管、血液等多个系统，常表现为中至重度多脏器损害。,xextxhblc, 小儿全身性红斑狼疮,http://jbk.39.net/xextxhblc/yyzl,内科,http://jbk.39.net/xextxhblc/jbzs,"面部蝶形红斑,蛋白尿,盘状红斑,乏力,斑丘疹"
风湿病性贫血,风湿科,　　风湿病亦称结缔组织病，临床表现常见为贫血，约半数患者在病程中出现轻度或中度贫血。其中绝大多数属慢性病性贫血，少数为自身免疫性溶血性贫血(AIHA)。,fsbxpx, 风湿病性贫血症,http://jbk.39.net/fsbxpx/yyzl,内科,http://jbk.39.net/fsbxpx/jbzs,"乏力,心悸,气短"
妊娠合并系统性红斑狼疮,风湿科,　　系统性红斑狼疮(SLE)是一种常见的自身免疫性疾病，大多数研究认为SLE发病是遗传因素和环境因素相互作用的结果，病变可累及多种器官和组织。因为生育可以使SLE疾病严重恶化，甚至危及生命，所以20世纪50年代以前患了SLE等于患绝症，常常被认为不能结婚，即使结婚也不能生育。不过，随着对SLE诊治技术的提高，不仅使患者的生存率明显提高，而且其生存质量也大大提高了，SLE也不再是不治之症。现在，SLE患者不但可以结婚，而且还能生育。但是，由于SLE的发病和性激素密切相关，SLE患者受孕后，可使SLE疾病恶化，且易出现流产、胎死宫内、妊高征、胎儿生长迟缓(IUGR)等产科并发症，故SLE患者的生育问题仍然是一个困惑医务人员和患者的禁区。,rshbxtxhblc, 妊娠合并全身性红斑狼疮,http://jbk.39.net/rshbxtxhblc/yyzl,内科,http://jbk.39.net/rshbxtxhblc/jbzs,"关节疼痛,乏力,抽搐"
网状青斑和青斑性血管炎,风湿科,　　网状青斑和青斑性血管炎(livedoreticularis and livedo vasculitis) 是由多种因素引起皮肤呈青紫色的网状变化的血管性疾病，受冷后可加重。持久的功能性血管改变发展成器质性病变时则成为青斑性血管炎。,wzqbhqbxxgy, 网状青斑和青斑脉管炎,http://jbk.39.net/wzqbhqbxxgy/yyzl,内科,http://jbk.39.net/wzqbhqbxxgy/jbzs,
寒冷性脂膜炎,风湿科,　　寒冷性脂膜炎(cold panniculitis)由于寒冷、血运不良直接作用致脂肪组织损伤，引起皮下脂膜炎，表现为皮下结节或斑块。1941年Haxthausen描述其发生特点。,hlxzmy, 冷性脂膜炎,http://jbk.39.net/hlxzmy/yyzl,内科,http://jbk.39.net/hlxzmy/jbzs,
急性化脓性关节炎,风湿科,　　急性化脓性关节炎为化脓性细菌引起的关节急性炎症。血源性者在儿童发生较多，受累的多为单一的肢体大关节，如髋关节，膝关节及肘关节等。如为火器损伤，则根据受伤部位而定，一般膝、肘关节发生率较高。,jxhnxgjy,"
                        ",http://jbk.39.net/jxhnxgjy/yyzl,内科,http://jbk.39.net/jxhnxgjy/jbzs,"高热,抽搐,寒战,关节肿胀,关节液增加,死骨"
韦格纳肉芽肿,风湿科,　　韦格纳(Wegener granulomatosis，WG)肉芽肿是一种临床表现复杂、预后不良的系统性坏死性血管炎疾病，其特征为全呼吸道都发生肉芽肿性病变，有系统性坏死性血管炎和肾小球-肾炎。Klinger(1931)首次报告一例，解剖为结节性多动脉炎的界限型。Wegner于1936年报告3例，1939年又报告18例，并根据活检和尸检资料将本病命名为鼻源性肉芽肿，主要累及动脉和肾脏，命名为韦格纳肉芽肿。,wgnryz," 韦格内肉芽肿,韦格纳肉芽肿病,坏死性肉芽肿",http://jbk.39.net/wgnryz/yyzl,内科,http://jbk.39.net/wgnryz/jbzs,"鼻塞,咳嗽,胸痛"
斯蒂尔病,风湿科,　　斯蒂尔病是一种血清阴性的多关节炎，为幼年类风湿关节炎的一种。　　Still病(AOSD)是一种相对少见的炎症性疾病，它具有一组同系统性青年性关节炎(Still病)相似的临床特点和实验室特点。它的特点是：每天高峰型发热，关节炎和典型的发生于发热期的逐天消失的皮疹。,sdeb, 变应性亚败血症,http://jbk.39.net/sdeb/yyzl,内科,http://jbk.39.net/sdeb/jbzs,"淋巴结肿大,气血失和,肝脾肿大,斑疹,关节疼痛,弛张热"
白塞病性巩膜炎,风湿科,　　白塞病(BD)本质是一种慢性复发性全身性血管炎，病因未明，属于全身免疫性疾病。特征性的表现为口腔溃疡、生殖器溃疡和眼部炎症。早在;医学之父;希波克拉底时代就已发现眼炎、口腔溃疡和生殖器溃疡之间的联系。直到1937年才由土耳其皮肤科教授Hulusi Behcet第1个认识并阐述了该病的三联征。,bsbxgmy," 贝切特病性巩膜炎,贝切特氏病性巩膜炎",http://jbk.39.net/bsbxgmy/yyzl,内科,http://jbk.39.net/bsbxgmy/jbzs,"视网膜水肿,视网膜出血,视网膜脱离,反复生殖器溃疡,头痛,痤疮样皮疹,红斑结节"
变应性皮肤结节性血管炎,风湿科,　　本病主要是以下肢皮下组织内细小血管炎为病理基础而形成结节损害的皮肤病。,byxpfjjxxgy,"
                                        ",http://jbk.39.net/byxpfjjxxgy/yyzl,内科,http://jbk.39.net/byxpfjjxxgy/jbzs,"低烧,高热,寒战,静脉曲张,皮下结节"
Ehler-Danlos综合征,风湿科,　　Ehler-Danlos综合征又称皮肤弹性过度综合征，系一种先天性结缔组织缺陷病，临床上主要表现为皮肤弹性过度、皮肤和血管脆弱和关节活动度大三个特点。本病罕见，男多于女，常有家族史，属常染色体显性遗传，也有隐性遗传为特征的。,ehlerdanloszhz, 皮肤弹性过度综合征,http://jbk.39.net/ehlerdanloszhz/yyzl,内科,http://jbk.39.net/ehlerdanloszhz/jbzs,皮肤过度伸展
Ⅰ型免疫母细胞性淋巴腺病,风湿科,　　免疫母细胞性淋巴腺病(immunoblastic lymphodenopathy)是一种与自身免疫有关的淋巴母细胞过度增殖所致的高免疫反应状态疾病，也有人称之为血管免疫母细胞性淋巴结病、血管免疫母细胞性淋巴结病伴有异常蛋白血症、弥漫性浆细胞肉瘤。,yxmymxbxlbxb," 淋巴肉芽肿病X,淋巴网状细胞增多症性高γ球蛋白血症,慢性多潜能性免疫增生综合征",http://jbk.39.net/yxmymxbxlbxb/yyzl,内科,http://jbk.39.net/yxmymxbxlbxb/jbzs,"发烧,咳嗽,斑丘疹,不规则热,弛张热"
抗磷脂抗体综合征,风湿科,　　抗磷脂抗体综合征(antiphospholipid syndrome，APS)是指由抗磷脂抗体(antiphospholipid antibody，APL抗体)引起的一组临床征象的总称。APL抗体是一组能与多种含有磷脂结构的抗原物质发生免疫反应的抗体，主要有狼疮抗凝物(lupus anti-coagulant，LA)、抗心磷脂抗体(anti-cardiolipid antibody，ACL抗体)、抗磷脂酸抗体和抗磷脂酰丝氨酸抗体等。与APL抗体有关的临床表现，主要为血栓形成、习惯性流产、血小板减少和神经精神症状等。APS是SLE病人中常见的临床表现。,klzktzhz, 抗磷脂抗体综合症,http://jbk.39.net/klzktzhz/yyzl,内科,http://jbk.39.net/klzktzhz/jbzs,
毛细血管扩张性环状紫癜,风湿科,　　本病又称Majocchi紫癜、环状毛囊性毛细管扩张(telangiectasia follicularis annularis)，初为毛囊周围毛细血管扩张及出血，渐扩展成环状，中央遗留色素沉着及萎缩。,mxxgkzxhzzd, 环状毛囊性毛细管扩张,http://jbk.39.net/mxxgkzxhzzd/yyzl,内科,http://jbk.39.net/mxxgkzxhzzd/jbzs,"皮肤萎缩,疼痛,瘙痒,点状出血"
强直性脊柱炎及其伴发的葡萄膜炎,风湿科,　　20%～30%的强直性脊椎炎(ankylosing spondylitis，AS)患者发生前葡萄膜炎。在男性急性前葡萄膜炎患者中，强直性脊椎炎是最常合并的全身性疾病之一。,qzxjzyjqbfdptmy," 类风湿性脊椎炎及其伴发的葡萄膜炎,类风湿性脊椎炎及其伴发的色素膜炎,强直性脊柱炎及其伴发的色素层炎,强直性脊椎炎及其伴发的色素膜炎",http://jbk.39.net/qzxjzyjqbfdptmy/yyzl,内科,http://jbk.39.net/qzxjzyjqbfdptmy/jbzs,"强迫性脊柱炎,视力障碍,眼痛,持续性腰痛伴有晨僵,红眼,畏光流泪,视物模糊,睫状充血"
Poncet综合征,风湿科,　　Poncet综合征(Poncet syndrome)又称结核风湿症、结核变态反应性关节炎等，是由于结核杆菌毒素引起的细胞介导的过敏性免疫反应。,poncetzhz," 风湿样结核病,结核变态反应性关节炎,结核变态反应性关节炎综合征,结核风湿症",http://jbk.39.net/poncetzhz/yyzl,内科,http://jbk.39.net/poncetzhz/jbzs,
幼年型类风湿性关节炎,风湿科,　　幼年型类风湿性关节炎(juvenile rheumatoid arthritis，JRA)是以慢性关节炎为特征的一组疾病，国际风湿病学联盟儿科常委专家组将儿童时期不明原因关节肿胀持续6周以上这类关节炎统一定为幼年特发性关节炎(juvenile idiopathic arthritis，JIA)，从而取代幼年类风湿关节炎和幼年慢性关节炎两个分类标准。,ynxlfsxgjy," 青少年类风湿性关节炎,青少年型类风湿性关节炎,少年性类风湿性关节炎,小儿Still病",http://jbk.39.net/ynxlfsxgjy/yyzl,内科,http://jbk.39.net/ynxlfsxgjy/jbzs,"风湿性多发性肌痛症,白细胞增多,发炎,关节肿胀,弛张热"
类风湿性关节炎的肾损害,风湿科,　　类风湿性关节炎(rheumatoid arthritis，RA)是一种慢性、系统性炎性疾患，一般认为是遗传、感染等因素诱发机体的自身免疫反应而致病。主要表现为双侧对称性手指关节肿痛伴晨僵，病久可致关节畸形及功能障碍，主要死亡原因为感染、心血管病及肾损害。,lfsxgjydssh,"
                                        ",http://jbk.39.net/lfsxgjydssh/yyzl,内科,http://jbk.39.net/lfsxgjydssh/jbzs,"夜尿增多,慢性肾损害,蛋白尿,结节"
白塞病伴发的精神障碍,风湿科,"　　白塞病即眼-口腔-生殖器三联症，是以口腔、生殖器溃疡和虹膜睫状体炎为主征的一种自体免疫性疾病。Cavara等(1954)提出以中枢神经症状为主要临床象者称之为神经型白塞病。神经精神症状的发生机制尚不清。
　　白塞病是其伴发精神障碍发病的主要因素，导致精神障碍的脑功能紊乱继发于白塞病。然尔并非患白塞病的全部发生精神障碍，故白塞病并非为发生精神障碍的惟一原因。",bsbbfdjsza," 贝赫切特病伴发的精神障碍,贝切特病伴发的精神障碍,神经型白塞病,眼-口腔-生殖器三联症伴发的精神障碍",http://jbk.39.net/bsbbfdjsza/yyzl,内科,http://jbk.39.net/bsbbfdjsza/jbzs,
亚急性皮肤红斑狼疮,风湿科,　　亚急性皮肤红斑狼疮(SCLE)又称浅表性播散性狼疮亚急性播散性狼疮、牛皮癣型狼疮、播散性盏状狼疮等。本病皮损既与盘状红斑狼疮不同，又与泛发型瘢痕性盘状狼疮不同。本病皮损具有对称性、浅表性、泛发性和无瘢痕形成的特征。,yjxpfhblc," 播散性盏状狼疮,牛皮癣型狼疮,浅表性播散性狼疮亚急性播散性狼疮,亚急性皮肤红斑",http://jbk.39.net/yjxpfhblc/yyzl,内科,http://jbk.39.net/yjxpfhblc/jbzs,
