Disease_cn,Level2_dep,Descript,Disease_ab,Alias,Treatment,Head_dep,Id,Symptom
泌乳素瘤,内分泌科,　　泌乳素瘤是最常见的垂体瘤，由垂体泌乳素细胞瘤分泌过量泌乳素(PRL)引起的内分泌疾病，临床以高泌乳素血症、溢乳症或溢乳-闭经综合征为主要表现。多见于20～30岁的女性，男性少见。,mrsl,"
                        ",http://jbk.39.net/mrsl/yyzl,内科,http://jbk.39.net/mrsl/jbzs,"水潴留,溢乳,男子性功能障碍,肥胖"
急性颌下腺炎,内分泌科,　　因导管的阻塞和狭窄而导致颌下腺逆行性炎症，称为颌下腺炎，常与涎石并发。临床表现主要为颌下腺肿大，疼痛，有脓性分泌物自导管口溢处。 本病成年人发病率高，大多系慢性表现。目前有较有效的治疗药物和方法，治愈率较高。未及时接受治疗者，未经正规治疗者，疗效欠佳，因此，早治疗是关键。,jxhxxy,"
                        ",http://jbk.39.net/jxhxxy/yyzl,内科,http://jbk.39.net/jxhxxy/jbzs,"颌下腺疼痛、压痛,脓性分泌物,发烧,颌下腺肿大,硬腭呈半圆形隆起,额部疼痛"
高渗性非酮症性糖尿病昏迷,内分泌科,　　糖尿病高渗性昏迷(HNDC)是糖尿病一种较少见的严重急性并发症，多见于老年无糖尿病史或非胰岛素依赖型糖尿病轻症患者，但也可见于胰岛素依赖型糖尿病患者。患者原有胰岛素分泌不足，在诱因作用下血糖急骤上升，促进糖代谢紊乱加重，致细胞外液呈高渗状态，发生低血容量高渗性脱水，原有动脉硬化使大脑皮质供血不足和缺氧，以致造成精神神经症状及昏迷。,gsxftzxtnbhm, 消渴厥,http://jbk.39.net/gsxftzxtnbhm/yyzl,内科,http://jbk.39.net/gsxftzxtnbhm/jbzs,"多饮,多尿,嗜睡,烦渴多饮,呼吸中可有烂苹果味,血压下降"
肾上腺危象,内分泌科,　　指由各种原因导致肾上腺皮质激素分泌不足或缺如而引起的一系列临床症状，可累及多个系统。主要表现为肾上腺皮质激素缺乏所致的症状，如脱水、血压下降、体位性低血压、虚脱、厌食、呕吐、精神不振、嗜睡乃至昏迷。,ssxwx,"
                        ",http://jbk.39.net/ssxwx/yyzl,内科,http://jbk.39.net/ssxwx/jbzs,"烦躁不安,皮质功能减退,恶心,昏迷,嗜睡,神志模糊"
巨人症,内分泌科,　　系腺垂体分泌生长激素（GH）过多所致。青少年因骨骺未闭形成巨人症；青春期后骨骺已融合则形成肢端肥大症；少数青春期起病至成年后继续发展形成肢端肥大性巨人症。本病早期（形成期），体格、内脏普遍性肥大，垂体前叶功能亢进；晚期（衰退期），体力衰退，出现继发性垂体前叶功能减退。,jrz,"
                        ",http://jbk.39.net/jrz/yyzl,内科,http://jbk.39.net/jrz/jbzs,"多尿,多饮,儿童期过度生长,肢体过度肥大,异常高大,甲状腺肿,喉头增大"
亚临床甲状腺功能减退症,内分泌科,　　甲状腺功能减退症(hypothyroidism，简称甲减)，是多种原因引起的甲状腺激素(TH)合成、分泌或生物效应不足所致的一组内分泌疾病。仅有血清促甲状腺激素(TSH)水平轻度升高，而血清甲状腺激素(FT4，FT3)水平正常，患者无甲减症状或仅有轻微甲减症状，称为亚临床甲状腺功能减退症(subclinical hypothyroidism，简称亚临床甲减)，又称为轻微型甲减、潜伏期型甲减、生化性甲减和甲状腺储量减少。,ylcjzxgnjtz,"
                                        ",http://jbk.39.net/ylcjzxgnjtz/yyzl,内科,http://jbk.39.net/ylcjzxgnjtz/jbzs,"粘液性水肿面容,疲乏,皮肤干燥,反应迟钝,心脏扩大"
糙皮病,内分泌科,　　烟酸缺乏(nicohric acid deficiency)又名尼克酸缺乏病、癞皮病、粗皮病或陪拉格病(pellagra)，因人体缺乏尼克酸而引起，主要临床表现为皮疹、消化系统及神经系统症状。,ysqf," 烟酸缺乏,粗皮病,癞皮病,尼克酸缺乏病,陪拉格病,烟酸缺乏病,烟酸缺乏症,陪粒格,糖皮病,意大利癞病,玉米红斑病,玉蜀黍疹",http://jbk.39.net/ysqf/yyzl,内科,http://jbk.39.net/ysqf/jbzs,"肚子疼,瘙痒,注意力不集中"
急性淋巴管炎,内分泌科,　　由链球菌引起的皮内或皮下淋巴管的急性炎症，多发于四肢，病原菌常由皮肤破损处侵入，或由其它化脓病灶扩散而来。,jxlbgy,"
                        ",http://jbk.39.net/jxlbgy/yyzl,内科,http://jbk.39.net/jxlbgy/jbzs,"纵隔淋巴结增生,发烧,头痛"
痛风和高尿酸血症,内分泌科,　　痛风(gout)是由于遗传性或获得性病因，引起嘌呤代谢紊乱所致的疾病。其临床特征是;高尿酸血症及由此引起的痛风性急性关节炎反复发作，痛风石沉积，痛风石性慢性关节炎和关节畸形，常累及肾脏引起慢性间质性肾炎和尿酸性肾结石形成，也可由尿酸结石引起急性肾功能衰竭。,tfhgnsxz,"
                        ",http://jbk.39.net/tfhgnsxz/yyzl,内科,http://jbk.39.net/tfhgnsxz/jbzs,"发烧,头痛,关节痛,疲乏"
卵巢过度刺激综合征,内分泌科,　　卵巢过度刺激综合征(OHSS)为体外受孕辅助生育的主要并发症之一，是一种人体对促排卵药物产生的过度反应，以双侧卵巢多个卵泡发育、卵巢增大、毛细血管通透性异常、异常体液和蛋白外渗进入人体第三间隙为特征而引起的一系列临床症状的并发症。OHSS主要临床表现为卵巢囊性增大、毛细血管通透性增加、体液积聚于组织间隙，引起腹腔积液、胸腔积液，伴局部或全身水肿。近年来，OHSS的发生呈上升趋势，越来越引起临床医务工作者的重视。,lcgdcjzhz, 卵巢过度刺激综合症,http://jbk.39.net/lcgdcjzhz/yyzl,内科,http://jbk.39.net/lcgdcjzhz/jbzs,"肚子疼,体重增加,腹部不适,腹肌紧张,腹腔积液"
甲亢性心脏病,内分泌科,　　甲状腺功能亢进性心脏病是指在甲状腺功能亢进症时，甲状腺素对心脏的直接或间接作用所致的心脏扩大、心功能不全、心房纤颤、心绞痛甚至心肌梗死、病态窦房结综合征和心肌病等一系列心血管症状和体征的一种内分泌代谢紊乱性心脏病。有时仅次于甲亢危象，是甲亢病人死亡的重要原因。,jkxxzb, 甲亢性心病,http://jbk.39.net/jkxxzb/yyzl,内科,http://jbk.39.net/jkxxzb/jbzs,"胸部沉重感,微循环障碍,心脏重量增加,二尖瓣脱垂,甲亢面容"
巨乳症,内分泌科,　　通常成年妇女的乳房发育到一定程度即停止生长。正常的乳腺应位于第2～6胸肋，重量约为250～350g。若在乳房发育时期内，因受到过强过多的雌激素刺激，或对雌激素刺激特别敏感，而使一侧或两侧乳腺过度发育增大，超过正常乳房的界限及重量，即称为成人型女性乳房肥大症，亦称巨乳症。有的人乳腺发育急骤增长，1～2年内可达2倍于正常乳腺，少数乳房下垂平脐，甚至越过腹股沟，更甚者过股(骨)达膝，每个乳腺重达5000～6000g，超重者有达十几千克。,crxnxrffdz, 成人型女性乳房肥大症,http://jbk.39.net/crxnxrffdz/yyzl,内科,http://jbk.39.net/crxnxrffdz/jbzs,"静脉曲张,巨乳,乳房肥大,乳房巨大,驼背,胸廓畸形,胸部下垂"
甲状旁腺功能减退症,内分泌科,　　甲状旁腺功能减退症(hypoparathyroidism，简称甲旁减)是指甲状旁腺激素(PTH)分泌减少和(或)功能障碍的一种临床综合征。甲状旁腺功能减退症在临床上常见的主要有特发性甲旁减、继发性甲旁减、低血镁性甲旁减和新生儿甲旁减，其他少见的包括假性甲旁减、假-假性甲旁减、假性特发性甲旁减等。,jzpxgnjtz,"
                                        ",http://jbk.39.net/jzpxgnjtz/yyzl,内科,http://jbk.39.net/jzpxgnjtz/jbzs,"肚子疼,皮肤干燥,性欲减退,心动过速"
儿童糖尿病,内分泌科,"　　小儿糖尿病，多为第一型或需胰岛素型糖尿病，是由于胰岛素分泌不足所引起的内分泌代谢疾病，以碳水化合物、蛋白质及脂肪代谢紊乱为主，引起高血糖及尿糖，小儿易出现酮症酸中毒，后期常有血管病变，眼及肾脏受累。
　　儿童时期的糖尿病是指在15岁以下发生的糖尿病。根据不同的病因，可将儿童时期的糖尿病(diabetes mellitus of childhood)分为：胰岛素依赖型糖尿病(insulin dependent diabetes mellitus，IDDM)、非胰岛素依赖型糖尿病(non-insulin dependent diabetes mellitus，NIDDM)、营养不良性糖尿病、糖耐量损伤及其他类型的糖尿病。
　　5～6岁及10～14岁小儿多发病，5岁以下小儿少见。目前，小儿二型糖尿病发病率再也提高，胰岛素敏感性降低，胰岛素分泌水平高于正常人。",xetnb," 小儿糖尿病,儿童期糖尿病",http://jbk.39.net/xetnb/yyzl,内科,http://jbk.39.net/xetnb/jbzs,
高钙血症,内分泌科,　　高钙血症是指血清离子钙浓度的异常升高。　　当进入细胞外液的钙(肠、骨)超过了排出的钙(肠、肾)则发生高钙血症，血钙浓度高于2.75mmol/L。引起高钙血症的病因有两大类：PTH依赖性和非PTH依赖性高钙血症。　　一般认为血清钙在3.75mmol/L以上，可发生高钙危象，处理不当有生命危险，是一种临床急症。,ggxz," 血钙过多症,血内钙过多症",http://jbk.39.net/ggxz/yyzl,内科,http://jbk.39.net/ggxz/jbzs,"乏力,木僵,头痛,抑郁"
先天性肾上腺皮质增生症,内分泌科,　　先天性肾上腺皮质增生症(congenital adrenal cortical hyperplasia，CAH)是由于肾上腺皮质激素生物合成酶系中某种或数种酶的先天性缺陷，使皮质醇等激素水平改变所致的一组疾病。常呈常染色体隐性遗传。临床上以21-羟化酶缺陷症为最常见，占90%以上，其发病率约为1/4500新生儿，其中约75%为失盐型，其次为11beta;-羟化酶缺陷症，约占5%～8%，其发病率约为1/5000～7000新生儿。其他类型均为罕见。,xtxssxpzzsz, 肾上腺性变态综合征,http://jbk.39.net/xtxssxpzzsz/yyzl,内科,http://jbk.39.net/xtxssxpzzsz/jbzs,"高睾酮血症,双侧肾上腺皮质增生,青春期后无精液,盐类皮质激素分泌过多,21-羟化酶缺陷症"
青春期功血,内分泌科,　　功能失调性子宫出血病简称功能性子宫出血或功血，由神经内分泌失调引起，而不是由妊娠、子宫内膜肿瘤、感染或血液病等引起。常发生于青春期，均为无排卵型功能性子宫出血，亦称青春期功能性子宫出血。,gnstxzgcxb, 功能失调性子宫出血病,http://jbk.39.net/gnstxzgcxb/yyzl,内科,http://jbk.39.net/gnstxzgcxb/jbzs,
低钙血症,内分泌科,　　低钙血症是指血清离子钙浓度异常减低。但由于临床上一般仅测定总钙，故总钙水平低于正常也称为低钙血症。血总钙降低可在低蛋白质血症时出现，并不一定反映离子钙的降低，因此血钙降低不一定和离子钙降低一致，但一般情况下两者是一致的。　　血清蛋白浓度正常时，血钙低于2.2mmol/L时称为低钙血症。低钙血症一般指游离钙低于正常值。酸中毒或低蛋白血症时仅有蛋白结合钙降低;反之，碱中毒或高蛋白血症时，游离钙虽降低，但蛋白结合钙增高，故血清钙仍可正常。,dgxz, 低血钙,http://jbk.39.net/dgxz/yyzl,内科,http://jbk.39.net/dgxz/jbzs,"睡觉时小腿抽筋,手酸,骨软化,抽搐,面部叩击征"
糖尿病性视网膜病变,内分泌科,　　糖尿病性视网膜病变(diabetic retinopathy，DR)是糖尿病性微血管病变中最重要的表现，是一种具有特异性改变的眼底病变，是糖尿病的严重并发症之一，临床上根据是否出现视网膜新生血管为标志，将没有视网膜新生血管形成的糖尿病性视网膜病变称为非增殖性糖尿病性视网膜病变(nonproliferative diabetic retinopathy，NPDR)(或称单纯型或背景型)，而将有视网膜新生血管形成的糖尿病性视网膜病变称为增殖性糖尿病性视网膜病变(proliferative diabetic retinopathy，PDR)。 糖尿病可引起两种类型视网膜病变——增殖性和非增殖性视网膜病变。糖尿病性视网膜病变是主要致盲眼病之一。无论是否使用胰岛素治疗，都可发生糖尿病性视网膜病变。 糖尿病损害视网膜主要是由于血糖增高，小血管管壁增厚，渗透性增大，使小血管更易变形和渗漏。糖尿病视网膜病变的严重性和视力下降的程度与血糖水平控制情况以及患糖尿病时间的长短有关。患病时间长短尤为重要，一般患糖尿病至少10年后才出现糖尿病性视网膜病变。,tnbxswmbb, 糖尿病性视网膜病,http://jbk.39.net/tnbxswmbb/yyzl,内科,http://jbk.39.net/tnbxswmbb/jbzs,"视网膜出血,多尿,视网膜水肿,视物变形,眼底改变,眼白出现红点"
代谢性酸中毒,内分泌科,　　代谢性酸中毒是最常见的一种酸碱平衡紊乱，是细胞外液H+增加或HCO3-丢失而引起的以原发性HCO3-降低(21mmol/L)和PH值降低(7.35)为特征。在代谢性酸中毒的临床判断中，阴离子间隙(AG)有重要的临床价值。按不同的AG值可分为高AG正常氯型及正常AG高氯型代谢性酸中毒。,dxxszd,"
                        ",http://jbk.39.net/dxxszd/yyzl,内科,http://jbk.39.net/dxxszd/jbzs,"恶心,酮症酸中毒,正弦胎心率,肚子疼,心动过缓,新陈代谢低下"
糖尿病性神经病,内分泌科,　　糖尿病性神经病是糖尿病的代谢障碍及血管病变所致的周围及中枢神经系统损害。其并发率过去统计认为约5%。但肌电图、神经传导速度及脑诱发电位的检查发现早期、轻微神经系统改变的发生率可高达92%-96%。,tnbxsjb,"
                                        ",http://jbk.39.net/tnbxsjb/yyzl,内科,http://jbk.39.net/tnbxsjb/jbzs,"低血糖性昏迷,感觉障碍,消瘦,高渗性昏迷"
小儿肥胖,内分泌科,　　素有“儿童成人病”之称的肥胖症，在我国发病率显著增加，特别在大都市，如北方的某些城市，已经突破20%的比例，严重影响着儿童的健康成长。　　小儿发胖会使其开始行走的时间推迟，且常因缺钙、体重过重，发生膝内翻或膝外翻及扁平足等。又由于肥胖，小儿机体对外界的反应力、抵抗力下降，容易发生各种感染，特别是呼吸道感染性疾病。长期肥胖的小儿还会发生高脂血症，进而导致动脉硬化、高血压、冠心病、脂肪肝、糖尿病等多种儿童成人病。,xefp, 小儿单纯性肥胖症,http://jbk.39.net/xefp/yyzl,内科,http://jbk.39.net/xefp/jbzs,"情绪性进食,重度肥胖,遗传性肥胖,青春期肥胖"
甲状腺微小癌,内分泌科,　　甲状腺微小癌用来描述甲状腺触不到异常肿物，而在颈部淋巴结表现转移性甲状腺肿瘤的病例。世界卫生组织1988年限定肿瘤直径le;1.0cm的甲状腺癌结节为甲状腺微小癌。,jzxwxa, 甲状腺隐匿性癌,http://jbk.39.net/jzxwxa/yyzl,内科,http://jbk.39.net/jzxwxa/jbzs,"甲状腺结节,骨转移,肺部转移,囊性坏死,颈部囊性病变,淋巴结退化"
甲状腺功能正常的甲状腺肿大,内分泌科,　　甲状腺组织有强大的浓集碘的能力，人的甲状腺每天需要60--80ug的碘以产生具有生理活性甲状腺激素。在体内，甲状腺所分泌的甲状腺激素和垂体所分泌的促甲状腺激素(TSH)间存在着相互依赖、相互制约的反馈关系，缺碘时，甲状腺细胞不能合成足够的甲状腺激素，血中甲状腺激素浓度下降，甲状腺激素对垂体分泌(TSH)的抑制作用减弱，垂体TSH的分泌增加，血中TSH水平升高，引起甲状腺肥大增生。,jzxgnzcdjzxzd,"
                                        ",http://jbk.39.net/jzxgnzcdjzxzd/yyzl,内科,http://jbk.39.net/jzxgnzcdjzxzd/jbzs,"甲状腺肿大,甲状腺肿,囊性肿块"
毒性弥漫性甲状腺肿,内分泌科,　　Graves病(简称GD)又称毒性弥漫性甲状腺肿或Basedow病，是一种伴甲状腺激素(TH)分泌增多的器官特异性自身免疫病，临床表现并不限于甲状腺，而是一种多系统的综合征，包括：高代谢症群，弥漫性甲状腺肿，眼征，皮损和甲状腺肢端病。由于多数患者同时有高代谢症和甲状腺肿大，故称为毒性弥漫性甲状腺肿，又称Graves病。甲状腺以外的表现为浸润性内分泌突眼可以单独存在而不伴有高代谢症。,dxmmxjzxz," Graves病,Basedow病",http://jbk.39.net/dxmmxjzxz/yyzl,内科,http://jbk.39.net/dxmmxjzxz/jbzs,"精神过敏,易激动,焦虑,紧张,抑郁"
低血糖症,内分泌科,　　指由多种原因引起的血糖浓度过低所致的综合症。一般以血浆血糖浓度＜2.8mmol/L，或全血葡萄糖2.5mmol/L为低血糖。儿童低血糖诊断标准比成人值低1.11mmol/L。,dxtz," 饥厥,食厥，低血糖",http://jbk.39.net/dxtz/yyzl,内科,http://jbk.39.net/dxtz/jbzs,"焦虑,单纯性晕厥,易饿,空腹低血糖,心动过速,低血糖性昏迷"
低钠血症,内分泌科,　　低钠血症仅表示血清钠离子浓度低于正常水平，不一定真正合并机体钠含量的下降。根据发病的急缓，可分为急性低钠血症和慢性低钠血症，前者是指48h内，血清钠离子浓度降至正常水平以下，否则为慢性低钠血症。,dnxz," 低钠血,血钠过少",http://jbk.39.net/dnxz/yyzl,内科,http://jbk.39.net/dnxz/jbzs,"抽搐,多饮,乏力,昏迷,利尿"
苯丙酮尿症,内分泌科,　　苯丙酮尿症(phenyl ketonuria，PKU)是由于肝脏苯丙氨酸羟化酶(phenylalanine hydroxylase，PAH)缺乏或活性减低而导致苯丙氨酸代谢障碍的一种遗传性疾病。在遗传性氨基酸代谢缺陷疾病中比较常见，遗传方式为常染色体隐性遗传。临床表现不均一，主要临床特征为智力低下、精神神经症状、湿疹、皮肤抓痕征及色素脱失和尿液中鼠气味等，脑电图异常。如果能得到早期诊断和早期治疗，则前述临床表现可不发生，智力正常，脑电图异常也可得到恢复。,bbtnz," 苯丙氨酸羟化酶缺乏症,苯酮尿症",http://jbk.39.net/bbtnz/yyzl,内科,http://jbk.39.net/bbtnz/jbzs,"毛发色淡而呈棕色,尿中有特殊鼠臭味,智力发育迟缓,皮肤苍白,烦躁不安,生长缓慢"
高脂血症,内分泌科,　　高脂血症是指血脂水平过高，是脂肪代谢或运转异常，使血浆脂质高于正常值的一种全身性疾病。是指血中胆固醇或甘油三酯过高，或高密度脂蛋白胆固醇过低，现代医学称之为血脂异常。高血脂还分为原发性和继发性两种，前者与环境、家庭遗传有关。后者由糖尿病、甲状腺功能低下、肥胖症、胰腺症等引起。特别高发于中老年人，据统计高血脂的人群已经达到2亿人，而且因高血脂早期没有明显的症状，很容易被病人忽视，都是不知不觉中发生的，最后只能在健康体检中发现，所以又被称为：沉默的杀手。,gzxz, 高脂血，血脂过多 ,http://jbk.39.net/gzxz/yyzl,内科,http://jbk.39.net/gzxz/jbzs,"血管硬化,黄色结节,血压高,不稳定性心绞痛,糖尿"
老年人低血糖症,内分泌科,　　老年低血糖症(senile hypoglycaemia)指各种原因引起血浆葡萄糖浓度过低，使交感神经和肾上腺髓质兴奋及大脑功能障碍的一组症候群。一般认为血糖低于2.8mmol/L(50mg/dl)时出现症状。老年人易发生低血糖性脑功能障碍。低血糖分为空腹低血糖和餐后低血糖(即反应性低血糖)，前者多为病理性，后者多为功能性。,lnrdxtz,"
                                        ",http://jbk.39.net/lnrdxtz/yyzl,内科,http://jbk.39.net/lnrdxtz/jbzs,"糖尿,颤抖,头痛,皮肤苍白,心动过速"
多毛症,内分泌科,　　多毛症(hypertrichosis)一般系指女性体毛生长过多，分布异常，是血循环中雄激素主要包括睾酮、双氢睾酮、雄烯二酮、脱氢表雄酮和硫酸脱氢表雄酮等生成增多。临床上可出现女性性征毛发生长过盛，分布呈男性化倾向。主要表现颜面、耳前、口周围、胸前、乳头周围、腋窝、背部、下腹部、阴毛多而密，向脐部呈菱形分布，以及下肢及大腿前部，常伴月经不调，性冷淡等。女性多毛常被认为是有某种男性化疾病存在，并有心理压力来寻求诊治。,dmz," 高雄激素血症,毛发过多",http://jbk.39.net/dmz/yyzl,内科,http://jbk.39.net/dmz/jbzs,"汗毛过多,卵巢性多毛,高雄激素血症,皮肤油腻,妊娠时出现的多毛,男性化,腰骶部皮肤多毛、异常色素沉着,21-羟化酶缺陷症"
性早熟,内分泌科,　　性早熟(precocious puberty)是指青春期提早出现，即女性在8岁以前出现性腺增大和第二性征，或者在10岁之前出现月经，男性在9岁以前发育。按发病机制的不同，性早熟一般可分为两大类：促性腺激素释放激素(GnRH)依赖性性早熟(真性性早熟)和非GnRH依赖性性早熟(假性性早熟);前者称中枢性性早熟或完全性性早熟，后者称外周性性早熟。此外，不完全性性早熟，如单纯性乳房早发育、单纯性阴毛早现，有学者归入青春发育的变异类型。,xzs, 性机能发育过早,http://jbk.39.net/xzs/yyzl,内科,http://jbk.39.net/xzs/jbzs,"头痛,心理年龄大于生理年龄,甲状旁腺功能亢进,溢乳,阴道出血,甲状腺肿,婴儿黑头粉刺"
嗜铬细胞瘤,内分泌科,　　嗜铬细胞瘤(pheochromocytoma，PHEO)是由嗜铬细胞所形成的肿瘤。肾上腺外的嗜铬细胞瘤可发生于自颈动脉体至盆腔的任何部位。可导致血压异常(常表现为高血压)与代谢紊乱症候群。某些患者可因长期高血压致严重的心、脑、肾损害或因突发严重高血压而导致危象，危及生命，但如能及时、早期获得诊断和治疗，又是一种可治愈的继发性高血压病。,sgxbl," 副神经节瘤,肾上腺髓质瘤,嗜铬母细胞瘤",http://jbk.39.net/sgxbl/yyzl,内科,http://jbk.39.net/sgxbl/jbzs,"儿茶酚胺分泌过量,心脏扩大,皮肤苍白,功能性震颤,恶心"
秃头,内分泌科,　　早年秃发(alopecia prematura)也称男式脱发(male pattern alopecia)、家族性秃发(familial baldness)、寻常秃发(common baldness)。早年秃发是指在老年之前，于青壮年时期头发过早地逐渐脱落。常从前发缘向后脱落，或头顶部头发稀薄直至除发缘外整个头皮头发全部脱落。脱发常呈进行性，有家族倾向，多见于男性。,tt," 早秃,男式脱发,家族性秃发,寻常秃发，谢顶，秃头，鬼剃头",http://jbk.39.net/tt/yyzl,内科,http://jbk.39.net/tt/jbzs,"全秃,永久性秃发"
1型糖尿病,内分泌科,　　1型糖尿病，又名胰岛素依赖型糖尿病(IDDM)或青少年糖尿病，易出现糖尿病酮症酸中毒(DKA)。又叫青年发病型糖尿病，这是因为它常常在35岁以前发病，占糖尿病的10%以下。1型糖尿病是依赖胰岛素治疗的，也就是说病友从发病开始就需使用胰岛素治疗，并且终身使用。原因在于1型糖尿病病友体内胰腺产生胰岛素的细胞已经彻底损坏，从而完全失去了产生胰岛素的功能。在体内胰岛素绝对缺乏的情况下，就会引起血糖水平持续升高，出现糖尿病。,ixtnb," I型糖尿病,胰岛素依赖型糖尿病,IDDM,青少年糖尿病",http://jbk.39.net/ixtnb/yyzl,内科,http://jbk.39.net/ixtnb/jbzs,"多尿,乏力,视力障碍,体重减轻"
妊娠糖尿病,内分泌科,　　妊娠合并糖尿病包括糖尿病患者妊娠(即糖尿病合并妊娠)，以及妊娠期糖尿病。　　妊娠期糖尿病(gestational diabetes mellitus，GDM)是妊娠期间发现或发病的由不同程度糖耐量异常及糖尿病引起的不同程度的高血糖。根据其定义，该类糖尿病包括妊娠前即已存在但妊娠期间才诊断的和随着妊娠期而发生的2类，同时它既包括糖尿病，又包括糖耐量减低(impaired glucose tolerance，IGT)和空腹血糖不良(impaired fasting glucose，IFG)。妊娠糖尿病系高危妊娠，它严重危害母儿的健康。在胰岛素问世之前母体死亡率27～30%，胎儿围产期死亡率40%。胰岛素问世后尤其围产医学开展以来，围产死亡率已明显下降。,rsqtnb," 妊娠期糖尿病,妊娠合并糖尿病,妊娠性糖尿病",http://jbk.39.net/rsqtnb/yyzl,内科,http://jbk.39.net/rsqtnb/jbzs,"多饮,多食,多尿,妊娠期血糖高"
男子乳房发育症,内分泌科,　　一、症状：　　本症是一种常见的内分泌疾病，乳房增大为临床上唯一的表现，正常男性在新生儿期、青春期及老年期，乳房可生理性增大;但介于青春期和老年期之间的男子，若发生乳房增大，则多为病理性，应及时查找病因。,nzrffyz,"
                        ",http://jbk.39.net/nzrffyz/yyzl,内科,http://jbk.39.net/nzrffyz/jbzs,男性乳房大
结节性甲状腺肿,内分泌科,　　结节性甲状腺肿又称腺瘤样甲状腺肿，实际上是指地方性甲状腺肿和散发性甲状腺肿晚期所形成的多发结节。发病率很高，有报道可达人群的4%。,jjxjzxz, 腺瘤样甲状腺肿,http://jbk.39.net/jjxjzxz/yyzl,内科,http://jbk.39.net/jjxjzxz/jbzs,"吞咽困难,呼吸困难,胸闷"
腺样体肥大,内分泌科,　　咽扁桃体肥大又称腺样体肥大（adenoid vegetation）。本病为咽扁桃体的的病理性增生肥大，常起于咽部感染和反复炎症刺激。在寒冷、潮湿和气候多变的地区比较常见。儿童期急性传染病、营养不良和体质因素等亦可诱发。本病虽为儿童疾病，但对身体的正常发育与健康却有较深远的影响。,xytfd,"
                        ",http://jbk.39.net/xytfd/yyzl,内科,http://jbk.39.net/xytfd/jbzs,"打呼噜,张口呼吸,唾液分泌增多"
肥胖症,内分泌科,　　肥胖症(adiposity)是一组常见的、古老的代谢症群。当人体进食热量多于消耗热量时，多余热量以脂肪形式储存于体内，其量超过正常生理需要量，且达一定值时遂演变为肥胖症。因体脂增加使体重超过标准体重20%或体重指数[BMI=体重(k)/身高(m)2]大于22.6者为超重，体重指数[BMI=体重(k)/身高(m)2]大于30者称为肥胖症。如无明显病因可寻者称单纯性肥胖症;具有明确病因者称为继发性肥胖症。,fpz,"
                                        ",http://jbk.39.net/fpz/yyzl,内科,http://jbk.39.net/fpz/jbzs,"男性型肥胖,皮肤张力增加,皮下脂肪增多,内脏性肥胖,青春期肥胖"
甲状腺炎,内分泌科,"　　甲状腺是人体最大的内分泌腺体，位于甲状软骨下紧贴在气管第三，四软骨环前面，由两侧叶和峡部组成，平均重量成大约20-25g，女性略大略重。甲状腺后面有甲状旁腺4枚及喉返神经。血液供应有上下左右四条动脉，所以甲状腺血供较丰富，腺体受颈交感神经节的交感神经和迷走神经支配，甲状腺的主要功能是合成甲状腺激素，调节机体代谢，一般人每日食物中约有100-200μg 无机碘化合物，经胃肠道吸收入血循环，迅速为甲状腺摄取浓缩，腺体中贮碘约为全身的1/5。碘化物进入细胞后，经过氧化酶的作用，产生活性碘迅速与胶质腔中的甲状腺球蛋白分子上的酪氨酸基结合，形成一碘酪氨酸(MIT)和二碘酪氨酸(DIT)，碘化酪氨酸通过氧化酶的作用，使MIT和DIT偶联结合成甲状腺素(T4)，MID和DIT偶联结合成三碘甲状腺原氨酸(T3)，贮存于胶质腔内，合成的甲状腺素(T4)和三碘甲状腺原氨酸(T3)分泌至血液循环后，主要与血浆中甲状腺素结合球蛋白(TBG)结合，以利转运和调节血中甲状腺素的浓度。甲状腺素(T4)在外周组织经脱碘分别形成生物活性较强的T3和无生物活性的rT3。脱下的碘可被重新利用。所以,在甲状腺功能亢进时,血 T4、T3及rT3均增高,而在甲状腺功能减退时,则三者均低于正常值。甲状腺素分泌量由垂体细胞分泌和TSH通过腺苷酸环化酶-cAMP系统调节。而TSH则由下丘脑分泌的TRH控制，从而形成下丘脑—垂体—甲状腺轴,调节甲状腺功能。",jzxy,"
                                        ",http://jbk.39.net/jzxy/yyzl,内科,http://jbk.39.net/jzxy/jbzs,"性欲减退,剧痛,疼痛,甲状腺肿大,甲状腺机能亢进,颤抖,高热,月经失调,心慌"
糖尿病酮症酸中毒,内分泌科,　　指糖尿病患者在各种诱因的作用下，胰岛素明显不足，生糖激素不适当升高，造成的高血糖、高血酮、酮尿、脱水、电解质紊乱、代谢性酸中毒等病理改变的征候群，系内科常见急症之一。,tnbtzszd, 酮症酸中毒,http://jbk.39.net/tnbtzszd/yyzl,内科,http://jbk.39.net/tnbtzszd/jbzs,"肚子疼,胃肠道症状,昏睡,呼气中有甜臭味,头痛,恶心,心脏毒性作用,食欲减退"
